fine_topics,year,paper_count
other:model selection for cross-lingual transfer,2021,1
other:model simplification,2023,1
other:model update compatibility,2024,1
other:model watermarking,2022,1
other:model watermarking,2023,1
other:model weight space analysis,2023,1
other:model-adaptive prompt optimization,2023,1
other:model-based brain-language analysis,2021,1
other:modular decomposition for reasoning,2023,1
other:modular generation,2022,1
other:modular neural networks,2023,1
other:modular representation learning,2022,1
other:molecular graph-language modeling,2023,1
other:molecule captioning,2022,1
other:momentum contrastive learning,2024,1
other:moral change tracing,2021,1
other:moral reasoning,2024,1
other:multi granularity instructions,2024,1
other:multi-agent collaboration,2024,1
other:multi-agent debate for reasoning,2024,1
other:multi-agent debate simulation,2024,1
other:multi-agent root cause analysis,2024,1
other:multi-armed bandits for data balancing,2021,1
other:multi-attribute control,2023,1
other:multi-constraint instruction following,2024,1
other:multi-hop chain-of-thought reasoning,2024,1
other:multi-hop reasoning,2022,1
other:multi-hop reasoning analysis,2024,1
other:multi-hop reasoning interpretability,2021,1
other:multi-intent detection,2023,1
other:multi-label annotation learning,2021,1
other:multi-label classification imbalance,2021,1
other:multi-label classification with definitions,2023,1
other:multi-label document classification with heterogeneous graphs,2021,1
other:multi-label text classification,2021,1
other:multi-level contrastive learning,2022,1
other:multi-loss optimization,2021,1
other:multi-modal sarcasm detection,2024,1
other:multi-path chain of thought inference,2024,1
other:multi-perspective verification,2024,1
other:multi-source language adapters,2023,1
other:multi-span cyclic graph extraction,2023,1
other:multi-task learning,2021,2
other:multi-task learning,2022,2
other:multi-task learning conflict analysis,2022,1
other:multi-task learning with transformers,2021,1
other:multi-trait essay scoring,2024,1
other:multi-turn evaluation,2024,1
other:multi-unknown math problem solving,2024,1
other:multi-user dialogue,2023,1
other:multi-view reasoning,2022,1
other:multicultural reasoning,2021,1
other:multilingual LLM evaluation,2023,1
other:multilingual encoder-to-generator adaptation,2023,1
other:multilingual multimodal benchmark,2024,1
other:multimodal ASR,2024,1
other:multimodal EHR data integration,2021,1
other:multimodal LLM editing,2023,1
other:multimodal classification,2024,1
other:multimodal fashion generation and retrieval,2024,1
other:multimodal fine-grained entity typing,2023,1
other:multimodal jailbreaking,2024,1
other:multimodal machine translation,2023,1
other:multimodal mathematical reasoning,2023,1
other:multimodal pretraining,2022,1
other:multimodal query rewrite,2022,1
other:multiparallel word alignment,2021,1
other:multistage fine-tuning,2022,1
other:multitask benchmark,2024,1
other:multitask learning,2021,1
other:multitask learning,2024,1
other:multivalent entailment graphs,2021,1
other:mutual exclusivity training,2022,1
other:n-gram novelty analysis,2024,1
other:narrative alignment,2023,1
other:narrative alignment analysis,2023,1
other:narrative analysis,2024,1
other:narrative coherence detection,2022,1
other:narrative extraction,2022,1
other:narrative order modeling,2023,1
other:narrative perception analysis,2024,1
other:narrative reasoning,2024,1
other:narrative schema labeling,2024,1
other:narrative style analysis,2024,1
other:narrative theory integration,2021,1
other:narrative understanding,2023,1
other:natural language inference,2022,1
other:natural language program semantics annotation,2023,1
other:natural language to temporal logic translation,2023,1
other:natural language video localization,2021,1
other:natural response generation,2023,1
other:negation handling,2021,1
other:negation interpretation,2022,1
other:negation understanding,2023,1
other:negotiation simulation,2024,1
other:neural ODEs for graphs,2021,1
other:neural architecture search,2021,1
other:neural architecture search,2022,1
other:neural program synthesis,2021,1
other:neural scaling law,2024,1
other:neural topic model reinterpretation,2022,1
other:neural topic modeling,2021,2
other:neural topic modeling for short texts,2021,1
other:neural topic modeling with mutual information,2024,1
other:neurosymbolic programming,2023,1
other:new intent discovery,2023,1
other:new knowledge handling,2023,1
other:news headline generation,2022,1
other:news recommendation,2021,1
other:news recommendation bias mitigation,2022,1
other:noise detection in literature,2024,1
other:non-autoregressive graph decoding,2023,1
other:non-autoregressive poetry generation,2022,1
other:non-autoregressive text editing,2023,1
other:non-compositional expression generation,2023,1
other:non-compositional expression representation,2023,1
other:non-transferable learning,2022,1
other:null-shot prompting with hallucination,2024,1
other:number encoding for numerical reasoning,2024,1
other:numeracy learning,2021,1
other:numerical reasoning,2024,1
other:numerical reasoning in KBQA,2023,1
other:numerical reasoning with DAG decoding,2022,1
other:object use classification,2022,1
other:off-policy policy gradient,2024,1
other:on-demand keyphrase generation,2024,1
other:one-class topic classification,2021,1
other:one-to-many relation modeling,2022,1
other:online continuous sign language recognition,2024,1
other:online imitation learning,2022,1
other:ontology expansion for conversational understanding,2024,1
other:open information extraction,2022,1
other:open information extraction,2023,1
other:open world classification,2022,1
other:open-world classification,2021,1
other:open-world classification,2024,1
other:opinion role labeling,2021,1
other:opinion summarization,2023,1
other:optimal transport,2022,1
other:optimal transport assignment,2024,1
other:optimal transport learning,2021,1
other:ordinal regression,2022,1
other:orthographic knowledge evaluation,2024,1
other:out-of-context knowledge reasoning,2024,1
other:parameter merging in fine-tuning,2024,1
other:parameter-lite transfer,2022,1
other:paraphrase evaluation metrics,2022,1
other:paraphrase generation,2021,2
other:paraphrase generation,2022,1
other:paraphrase generation for intent classification,2023,1
other:paraphrase tagging,2022,1
other:paraphrase type modeling,2023,1
other:paraphrasing attacks,2024,1
other:path planning,2024,1
other:path planning with LLMs,2024,1
other:pedagogical ability of LLMs in math learning,2023,1
other:pedagogical feedback framework,2024,1
other:peer-review score prediction,2022,1
other:perceptual learning,2023,1
other:performance prediction,2024,1
other:permission constraints,2024,1
other:persona in LLMs,2024,1
other:persona representation,2023,1
other:persona-grounded minimal editing,2021,1
other:personality detection model,2023,1
other:personality detection with CoT,2023,1
other:personality detection with questionnaire guidance,2021,1
other:personality prediction,2022,1
other:personality simulation,2024,1
other:personality-indicative data,2024,1
other:personalization evaluation,2023,1
other:personalization with LLMs,2024,1
other:personalized PEFT,2024,1
other:personalized PEFT collaboration,2024,1
other:personalized evaluation,2024,1
other:personalized narrative generation,2024,1
other:personalized video comment generation,2024,1
other:persuasive argument evaluation,2024,1
other:persuasive capability evaluation,2024,1
other:persuasive explanation generation,2024,1
other:philology tasks,2024,1
other:philosophical perspective on LLM understanding,2023,1
other:phonological reconstruction,2023,1
other:phrase embeddings,2021,1
other:physical reasoning,2023,1
other:pixel-based text rendering,2023,1
other:planning and creativity in news writing,2024,1
other:player experience evaluation,2023,1
other:plug-and-play decoding,2021,1
other:poetry generation,2022,1
other:poetry generation diversity,2024,1
other:polarity sensitivity,2023,1
other:policy discourse dataset,2024,1
other:political scaling analysis,2023,1
other:position bias alignment,2024,1
other:position engineering,2024,1
other:post-OCR correction,2024,1
other:post-OCR error correction,2021,1
other:pragmatic production strategies,2022,1
other:pragmatic reasoning for cross-cultural communication,2024,1
other:pragmatic reasoning in communication,2024,1
other:pragmatic understanding,2023,1
other:pragmatics in language grounding,2023,1
other:pretraining data detection,2024,1
other:primal-dual learning,2022,1
other:primitive augmentation,2022,1
other:privacy control,2024,1
other:proactive engagement,2024,1
other:probabilistic embedding,2022,1
other:probabilistic finite-state automata,2023,1
other:probabilistic grammar data,2023,1
other:probabilistic programming,2021,1
other:probabilistic reasoning,2024,1
other:probability density extraction,2024,1
other:problem formulation,2023,1
other:problem-oriented segmentation,2024,1
other:process evaluation,2024,1
other:prompt compression,2022,1
other:prompt engineering,2024,1
other:prompt engineering analysis,2024,1
other:prompt inversion,2024,1
other:prompt lexical optimization,2024,1
other:prompt obfuscation,2024,1
other:prompt optimization,2024,2
other:prompt optimization in multi-step tasks,2024,1
other:prompt selection metric,2023,1
other:prompt sensitivity,2024,1
other:prompt taxonomy,2023,1
other:prompt-based fine-tuning,2024,1
other:prompt-based negative generation,2022,1
other:prompt-guided continual pretraining,2023,1
other:prompting LLMs for knowledge augmentation,2023,1
other:prompting decision trees,2023,1
other:proof generation,2022,1
other:propaganda span annotation,2024,1
other:proper noun compound semantic interpretation,2022,1
other:protein function inference,2024,1
other:prototype learning,2024,1
other:pseudo label reconstruction,2024,1
other:psychiatric assessment with LLMs,2024,1
other:psycholinguistics,2023,1
other:psychological impact measurement,2024,1
other:psychological scale reliability,2024,1
other:psychometric alignment,2024,1
other:pun generation,2022,2
other:pun humor understanding and generation,2022,1
other:pun understanding,2024,1
other:qualitative code suggestion,2023,1
other:quantum NLP,2021,1
other:quantum RNNs,2024,1
other:query generation blending,2024,1
other:question and passage augmentation,2024,1
other:question difficulty estimation,2024,1
other:question generation,2022,3
other:question generation evaluation,2022,1
other:question-to-action alignment,2022,1
other:question-to-question alignment,2022,1
other:randomly weighted subnetworks,2021,1
other:readability assessment,2021,1
other:readability assessment,2023,1
other:reader model reasoning,2022,1
other:reading order detection,2021,1
other:reasoning graph generation,2021,1
other:reasoning with programs,2024,1
other:recipe generation,2022,1
other:recommendation with LLM prompting,2024,1
other:record linkage,2023,1
other:recurrent FWPs,2023,1
other:recurrent latent variable modeling,2022,1
other:referenceless metric evaluation,2022,1
other:referential communication,2024,1
other:reflective augmentation for math reasoning,2024,1
other:regulation and NLP,2023,1
other:related work generation,2024,1
other:relation-aware self-attention,2022,1
other:relationship extraction,2021,1
other:relationship-driven story generation,2022,1
other:render tree integration,2023,1
other:representation learning on text-attributed graphs,2024,1
other:representation-based text matching,2022,1
other:research directions in NLP,2023,1
other:research impact assessment,2024,1
other:research time allocation,2022,1
other:response clarity classification,2024,1
other:responsible data use,2021,1
other:reversal curse analysis,2024,1
other:reversal curse mitigation,2024,1
other:review analysis,2024,1
other:review disagreement detection,2023,1
other:review standardization,2024,1
other:rhetorical parallelism detection,2023,1
other:rhetorical role labeling,2024,1
other:rhetorical understanding and generation,2024,1
other:robotic manipulation,2024,1
other:robustness tuning,2022,1
other:role-based paraphrasing,2023,1
other:role-playing mechanism,2024,1
other:rule accumulation for LLM error correction,2023,1
other:rule-based generalization,2023,1
other:rumor detection,2021,1
other:salience detection,2021,1
other:satire comprehension,2024,1
other:scaling behavior analysis,2024,1
other:scanpath generation,2023,1
other:scarce resource allocation,2024,1
other:schema induction,2023,1
other:schema-augmented learning,2022,1
other:scholarly corpus construction,2023,1
other:scientific LLM survey,2024,1
other:scientific document representation,2023,1
other:scientific domain adaptation,2024,1
other:scientific entity relation extraction,2024,1
other:scientific exam evaluation,2024,1
other:scientific field evolution,2023,1
other:scientific topic classification,2024,1
other:script evaluation,2024,1
other:security-oriented adversarial NLP,2022,1
other:seeded hierarchical clustering,2022,1
other:segment-based generation policy,2021,1
other:selective annotation for in-context learning,2024,1
other:selective annotation framework,2024,1
other:selective caching,2023,1
other:self-adaptive rubrics,2024,1
other:self-correction pipeline,2024,1
other:self-critique pipeline,2024,1
other:self-ensemble lexically constrained decoding,2023,1
other:self-influence data cleaning,2023,1
other:self-knowledge guided retrieval,2023,1
other:self-play augmentation,2022,1
other:self-referential weight matrices,2023,1
other:self-refinement and cost-performance trade-offs,2023,1
other:self-supervised behavior cloning,2023,1
other:self-supervised prompting for cross-lingual transfer,2024,1
other:self-supervised refinement,2021,1
other:self-training for arithmetic reasoning,2024,1
other:self-training with grammar rules,2021,1
other:semantic diversity metric,2022,1
other:semantic novelty detection,2021,1
other:semantic novelty detection,2022,1
other:semantic planning,2024,1
other:semantic sentence embeddings,2021,1
other:semantic space grounding,2023,1
other:semantic textual similarity,2022,1
other:semi-automated data creation,2023,1
other:semi-automatic annotation,2023,1
other:semi-autoregressive text editing,2022,1
other:semi-parametric text classification,2023,1
other:semi-structured object sequence encoding,2023,1
other:semi-supervised crisis tweet classification debiasing,2023,1
other:semi-supervised lifelong learning,2022,1
other:sensorimotor metaphor modeling,2024,1
other:sentence embedding dimensionality,2023,1
other:sentence embedding improvement,2023,1
other:sentence embedding learning,2021,1
other:sentence embedding learning,2022,1
other:sentence embedding with locality preserving,2021,1
other:sentence embeddings,2021,1
other:sentence embeddings,2022,1
other:sentence embeddings from BERT layers combination,2023,1
other:sentence insertion,2024,1
other:sentence ordering,2021,1
other:sentence ordering,2023,1
other:sentence similarity metrics,2023,1
other:sentence splitting,2021,1
other:sentence-permuted generation,2021,1
other:sequence continuation analysis,2024,1
other:sequence generation for parsing,2022,1
other:sequence tagging interpretability,2022,1
other:sequential attention,2024,1
other:sequential controlled text generation,2022,1
other:sequential recommendation,2024,1
other:sequential sentence classification,2024,1
other:severity prediction,2021,1
other:short text clustering,2024,1
other:short text topic modeling,2022,1
other:shortcut learning,2022,1
other:shortcut mitigation,2024,1
other:sign language processing,2024,1
other:sign language recognition,2022,1
other:sign language recognition,2023,1
other:sign language synthesis,2024,1
other:signed language processing,2024,1
other:similarity representation learning,2024,1
other:similarity-adjusted surprisal,2024,1
other:simile recognition,2022,1
other:simultaneous speech translation,2023,1
other:simultaneous speech translation,2024,1
other:situated social reasoning,2021,1
other:situational awareness,2024,1
other:slang paraphrasing,2024,1
other:social bias evaluation,2024,1
other:social context representation,2021,1
other:social determinants of health extraction,2023,1
other:social intelligence,2022,1
other:social intelligence in AI agents,2024,1
other:social intelligence understanding,2023,1
other:social norm alignment,2024,1
other:social norm reasoning,2023,1
other:social norms quantification,2024,1
other:social prediction with LLMs,2024,1
other:social recommendation,2022,1
other:social-pragmatic inference,2024,1
other:sociolinguistic lexical variables,2021,1
other:sociopragmatic understanding,2023,1
other:soft label training for single-label classification,2023,1
other:soft prompt communication,2023,1
other:softmax tree classifier,2021,1
other:sound symbolism,2024,1
other:source planning,2023,1
other:source selection planning,2024,1
other:span interaction explanations,2023,1
other:span retrieval,2024,1
other:spatio-temporal video grounding,2024,1
other:speaker differentiation,2021,1
other:specialized lexicon learning,2024,1
other:spectral modulation in LLMs,2024,1
other:speech translation quality estimation,2024,1
other:spelling correction,2024,1
other:spoiler detection,2023,1
other:sports narrative analysis,2024,1
other:spreadsheet encoding,2024,1
other:stance reasoning,2024,1
other:standardization,2022,1
other:statistical depth for embeddings,2023,1
other:steganography in LLMs,2024,1
other:story generation,2022,1
other:story generation,2023,2
other:story generation coherence,2022,1
other:story generation from image sequences,2022,1
other:story generation with action guidance,2024,1
other:story pacing control,2023,1
other:story-level analogy,2023,1
other:storytelling evaluation,2024,1
other:structural generalization in seq2seq,2022,1
other:structural probing,2021,1
other:structure discovery,2023,1
other:structure-aware contrastive learning,2024,1
other:structured autoencoding,2023,1
other:structured dialogue summarization,2022,1
other:structured knowledge grounding,2022,1
other:structured problem solving with compositionality,2024,1
other:structured text generation,2024,1
other:student modeling,2024,1
other:student-tutor modeling,2024,1
other:stylometry-based authorship attribution,2021,1
other:subevent relation extraction,2022,1
other:subgraph semantics,2024,1
other:subjective rationale generation,2024,1
other:subjective reasoning,2024,1
other:suicidal risk assessment,2022,1
other:suicide detection and risk assessment,2024,1
other:super-resolution learning for text classification,2023,1
other:surface structure bias in sentence embeddings,2023,1
other:surprisal effect on reading times,2023,1
other:surprisal prediction in discourse,2024,1
other:surprisal-duration trade-off,2021,1
other:survey,2023,1
other:survey,2024,2
other:susceptibility modeling,2024,1
other:symbol grounding problem analysis,2024,1
other:symbolic prompt program optimization,2024,1
other:symptom identification,2022,1
other:synaesthesia analysis,2023,1
other:syntactic change detection,2023,1
other:syntactic frame extension,2021,1
other:syntactic masking,2024,1
other:syntactic partial observability,2022,1
other:syntactically-controlled paraphrase generation,2023,1
other:syntax understanding in embeddings,2023,1
other:syntax-semantics disentanglement,2021,1
other:synthetic gaze augmentation,2023,1
other:systematic generalization,2022,1
other:table reasoning preprocessing,2024,1
other:table representation,2023,1
other:table-to-text generation,2023,2
other:tabular data to text transformation,2024,1
other:tabular inference augmentation,2022,1
other:tag recommendation,2021,1
other:tag-aware retrieval,2023,1
other:targeted unlearning,2024,1
other:task ambiguity in NLG instructions,2024,1
other:task and argument grounding for embodied agents,2023,1
other:task difficulty,2024,1
other:task generalization,2022,1
other:task guidance systems,2023,1
other:task interference in conversational LLMs,2024,1
other:task sampling policy learning,2021,1
other:task similarity analysis,2021,1
other:task transferability prediction,2023,1
other:task-personalized entity retrieval,2023,1
other:task-specific neuron localization,2024,1
other:taxonomy,2022,1
other:taxonomy completion,2023,1
other:taxonomy expansion,2023,1
other:teacher supervision in decoding,2024,1
other:template augmentation,2024,1
other:temporal graph generation,2024,1
other:temporal knowledge graph forecasting,2024,1
other:temporal knowledge graph reasoning,2024,1
other:temporal language modeling with syntax,2023,1
other:temporal representation learning,2024,1
other:test-time adaptation,2022,1
other:test-time adaptation,2023,1
other:text answer aggregation,2024,1
other:text autoencoders,2024,1
other:text classification data generation,2024,1
other:text clustering refinement,2024,1
other:text clustering with LLM guidance,2023,1
other:text coherence,2021,1
other:text editing,2023,1
other:text game world modeling,2023,1
other:text revision in scientific writing,2022,1
other:text-attributed hypergraph node classification,2024,1
other:text-based molecule generation,2022,1
other:text-based zero-shot model induction,2024,1
other:text-to-SQL adaptation,2022,1
other:text-to-SQL interaction,2023,1
other:text-to-SQL parsing,2022,1
other:text-to-table,2024,1
other:text-to-table generation,2024,1
other:textual counterfactuals,2022,1
other:thematic analysis with LLMs,2023,1
other:theoretical analysis,2022,1
other:theory of mind complexity measurement,2024,1
other:theory of mind evaluation,2023,1
other:theory of mind evaluation,2024,2
other:theory of mind in LMs,2024,1
other:theory of mind modeling,2021,1
other:time series feature understanding,2024,1
other:time series reasoning,2024,1
other:time-aware prompting,2022,1
other:token bias analysis,2024,1
other:token-level ensembling,2024,1
other:token-level feature mixing,2022,1
other:tone transcription and clustering,2024,1
other:tool creation,2023,1
other:top-view spatial reasoning,2024,1
other:topic clustering with noise filtering,2021,1
other:topic modeling,2024,1
other:topic modeling update algorithms,2021,1
other:topic modeling with contextual embeddings,2024,1
other:topic modeling with diffusion-enhanced embeddings,2023,1
other:topic segmentation,2023,1
other:topic-aware discrete latent variable modeling,2022,1
other:topic-oriented relation extraction,2024,1
other:topical segmentation of spoken narratives,2022,1
other:topical text classification,2023,1
other:topological analysis of embeddings,2024,1
other:topological topic modeling,2022,1
other:training data attribution,2024,1
other:training data influence analysis,2024,1
other:training-free safety alignment,2024,1
other:transcribed error correction,2023,1
other:transferability estimation,2022,1
other:transferability estimation,2023,1
other:transformer topic disentanglement,2023,1
other:transformer working memory,2023,1
other:transformer-rnn connection,2024,1
other:transformers learning n-gram LMs,2024,1
other:translation artifacts,2022,1
other:trauma event modeling,2024,1
other:tree positional encoding,2022,1
other:tree-based evaluation metric,2024,1
other:tuple-level speculation detection,2023,1
other:typological databases in NLP,2023,1
other:uncertainty communication in instruction guidance,2024,1
other:uncommon word generation,2022,1
other:uniform complexity control,2023,1
other:uniform information density hypothesis,2021,1
other:universal adversarial attacks,2024,1
other:universum class classification,2023,1
other:unlearning methods,2023,1
other:unlikelihood training,2022,1
other:unsupervised paraphrase generation,2023,1
other:unsupervised paraphrasing,2021,1
other:unsupervised sentence embedding learning,2022,1
other:unsupervised sentence embeddings,2021,1
other:urban activity planning with LLMs,2024,1
other:user and community modeling for abuse detection,2021,1
other:user behavior pretraining,2023,1
other:utterance predictability measurement,2023,1
other:valence bias quantification,2021,1
other:valency in predicates,2021,1
other:value injection,2023,1
other:variational Bayesian interpretation,2024,1
other:variational autoencoder optimization,2021,1
other:variational autoencoder with disentanglement priors,2022,1
other:variational modeling,2022,1
other:vector graphics understanding and generation,2024,1
other:vector-quantized prompt learning,2023,1
other:verbalizer augmentation,2024,1
other:video humor dataset,2023,1
other:video-helpful MMT modeling,2023,1
other:violent incident detection,2024,1
other:virtual persona conditioning,2024,1
other:vision-augmented table-to-text generation,2022,1
other:visual programming with LLMs,2024,1
other:visual question decomposition,2024,1
other:visual storytelling,2023,1
other:visual word sense disambiguation,2023,1
other:visually-rich document dataset with eye-tracking,2023,1
other:watermarking robustness,2024,1
other:weak supervision,2024,1
other:weak supervision debiasing,2023,1
other:weak supervision for minority classes,2024,1
other:weak supervision noise correction,2023,1
other:weak supervision noise separation,2022,1
other:weakly supervised adversarial learning,2021,1
other:web scraper generation,2024,1
other:weighted automata learning,2024,1
other:weighted finite-state automata algorithms,2022,1
other:word length optimization,2023,1
other:word order analysis,2021,1
other:word reordering,2021,1
other:word vector post-processing,2023,1
other:word-anxiety association lexicon,2024,1
other:word-level auto completion,2023,1
other:word-level quality estimation,2021,1
other:workflow extraction,2024,1
other:working memory in LLMs,2024,1
other:wrong information utilization,2024,1
other:zero pronoun recovery,2021,1
other:zero-cost proxy search,2024,1
other:zero-resource hallucination prevention,2024,1
other:zero-shot NAS,2023,1
other:zero-shot cross-lingual IE,2021,1
other:zero-shot cross-lingual transfer,2023,1
other:zero-shot evaluation,2023,1
other:zero-shot learning,2022,1
other:zero-shot multi-label classification,2022,1
other:zero-shot re-ranking,2024,1
other:zero-shot topic inference,2023,1
other:zero-shot video-text understanding,2021,1
other:zeroth-order prompt tuning,2024,1
out-of-distribution detection,2023,1
out-of-distribution evaluation,2022,1
out-of-distribution robustness,2024,1
out-of-domain detection,2022,2
out-of-scope detection,2023,1
overfitting mitigation,2023,1
pairwise CRF,2022,1
pairwise relationship reasoning,2024,1
parallel decoding,2022,1
parallel generation methods,2023,1
parallelization,2024,1
parameter effective rank,2024,1
parameter efficient fine-tuning,2023,2
parameter efficient fine-tuning,2024,2
parameter efficient tuning,2023,1
parameter generation,2021,1
parameter sensitivity,2022,1
parameter sharing,2024,1
parameter-efficient adaptation,2023,1
parameter-efficient algorithms,2023,1
parameter-efficient fine-tuning,2022,2
parameter-efficient fine-tuning,2023,3
parameter-efficient fine-tuning,2024,8
parameter-efficient finetuning,2024,1
parameter-efficient training,2024,1
parameter-efficient tuning,2022,7
parameter-efficient tuning,2023,8
parameter-efficient tuning,2024,1
parametric vs non-parametric memory,2024,1
paraphrase detection,2022,1
paraphrase detection,2023,1
paraphrase detection,2024,1
paraphrase generation,2021,5
paraphrase generation,2022,5
paraphrase generation,2023,1
paraphrase identification,2021,2
paraphrase identification,2022,1
paraphrase identification,2023,1
paraphrasing,2021,1
parsing/constituency,2021,17
parsing/constituency,2022,18
parsing/constituency,2023,15
parsing/constituency,2024,12
parsing/dependency,2021,48
parsing/dependency,2022,43
parsing/dependency,2023,45
parsing/dependency,2024,27
parsing/semantic,2021,2
parsing/semantic parsing,2022,1
part-of-speech,2021,1
partial annotation,2023,1
partial supervision,2023,1
parts of speech,2024,1
passage retrieval,2022,1
patent classification,2022,1
path consistency learning,2022,1
patient outcome prediction,2022,1
pattern exploitation,2022,1
pattern-exploiting training,2021,1
peer review,2023,1
per-channel quantization,2023,1
performance improvement,2023,1
performance modeling,2023,1
performance prediction,2023,1
permutation-invariance,2022,1
persona consistency,2023,1
persona modeling,2023,1
personality analysis,2022,1
personalization,2021,1
personalization,2022,2
personalization,2023,8
personalization,2024,5
personalized search,2024,1
personalized text generation,2023,1
persuasion prediction,2021,1
perturbation methods,2023,1
perturbed word suggestion,2022,1
phoneme classification,2024,1
phonetic analysis,2024,1
phonology,2021,1
phonology,2024,1
phrase detection,2021,1
phrase grounding,2022,2
phrase grounding,2023,1
phrase selection,2023,1
physical property reasoning,2022,1
pipeline models,2021,1
pipeline optimization,2023,1
planning,2021,1
planning,2024,1
planning/sequence modeling,2023,1
planning/structured generation,2022,1
planning/trajectory learning,2024,1
plausibility processing,2023,1
plot analysis,2021,1
pointer mechanism,2022,1
pointer networks,2021,2
pointwise usable information,2023,1
poisoning attacks,2023,2
poisoning defense,2021,1
policy compliance detection,2021,1
policy gradient,2021,1
policy gradient,2022,2
policy learning,2021,3
policy learning,2024,1
policy optimization,2024,2
politeness and empathy,2023,1
politeness modeling,2024,1
political decision-making,2021,1
population-based training,2024,1
pose estimation,2023,1
position embeddings,2021,1
positional encoding,2022,2
positive-unlabeled learning,2022,1
post-editing,2022,1
post-processing methods,2024,1
post-training calibration,2022,1
post-training methods,2021,1
post-training methods,2023,1
post-training pruning,2024,1
post-training quantization,2021,1
post-training quantization,2022,1
post-training quantization,2023,3
post-training quantization,2024,1
pragmatics,2021,2
pre-trained language models,2023,1
predicate debiasing,2024,1
prediction correction,2022,1
prediction modeling,2022,1
predictive modeling,2021,1
preference learning/DPO,2022,1
preference learning/DPO,2023,12
preference learning/DPO,2024,92
prefix tuning,2023,3
prefix tuning,2024,1
prefix-tuning,2022,1
prefix-tuning,2023,1
prefix-tuning,2024,1
premise identification,2024,1
premise localization,2024,1
preprocessing methods,2023,1
presentation bias,2023,1
pretrained LMs,2024,1
pretrained language models,2021,1
pretrained language models,2022,1
pretrained language models,2023,1
pretraining/objectives,2021,359
pretraining/objectives,2022,386
pretraining/objectives,2023,516
pretraining/objectives,2024,541
privacy,2022,2
privacy protection,2022,1
privacy-preserving training,2021,1
privacy/anonymity in sign language data,2023,1
privacy/deidentification,2022,1
privacy/federated/DP,2021,14
privacy/federated/DP,2022,17
privacy/federated/DP,2023,18
privacy/federated/DP,2024,28
privacy/jailbreak defense,2023,1
privacy/joint attack-defense benchmark,2024,1
probabilistic modeling,2021,2
probabilistic models,2023,1
probability calibration,2023,1
probing,2022,3
probing methods,2022,1
probing methods,2023,1
probing tasks,2023,1
procedural planning,2024,1
program repair,2021,1
program repair,2022,1
program repair,2023,1
program repair,2024,3
program synthesis,2021,2
program synthesis,2022,3
program synthesis,2023,2
programming languages,2021,1
prompt engineering,2022,3
prompt engineering,2023,10
prompt engineering,2024,4
prompt evaluation,2024,1
prompt generation,2023,1
prompt injection attacks,2024,1
prompt learning,2022,3
prompt learning,2023,4
prompt learning/SFT,2022,4
prompt learning/SFT,2024,1
prompt refinement,2024,1
prompt tuning,2022,14
prompt tuning,2023,6
prompt tuning,2024,3
prompt tuning/vision-language models,2022,1
prompt-based bias mitigation,2024,1
prompt-based learning,2022,3
prompt-based learning,2023,1
prompt-based learning,2024,1
prompting,2022,6
prompting,2023,8
prompting,2024,9
prompting methods,2021,1
prompting methods,2023,3
prompting methods,2024,3
prompting sensitivity,2022,1
prompting strategies,2023,1
prompting techniques,2022,2
prompting techniques,2023,1
prompting techniques,2024,1
propaganda detection,2024,1
proposal generation,2021,1
proposal methods,2021,1
prosody,2023,1
prosody assessment,2024,1
prosody modeling,2022,1
prosody modeling,2023,1
prosody modeling,2024,1
protein representation learning,2024,1
prototype learning,2023,2
prototype networks,2022,1
prototype networks,2023,1
prototype-based networks,2024,1
prototypical networks,2022,1
proxy learning,2024,1
pruning/LoRA/adapters,2021,19
pruning/LoRA/adapters,2022,30
pruning/LoRA/adapters,2023,40
pruning/LoRA/adapters,2024,79
pseudo labeling,2023,1
pseudo-data construction,2023,1
pseudo-labeling,2021,1
pseudo-labeling,2022,3
pseudo-labeling,2023,5
pseudo-labeling,2024,2
psycholinguistics,2021,1
psycholinguistics,2022,2
psycholinguistics,2023,3
psycholinguistics,2024,5
psychological modeling,2021,1
psychological trait analysis,2023,1
psychology,2023,1
psychology,2024,1
psychology in NLP,2022,1
psychometrics,2021,1
psychometrics,2024,1
qualitative reasoning,2024,1
quality assessment,2022,1
quality estimation,2021,3
quality estimation,2022,2
quality estimation,2023,3
quality estimation,2024,1
quality estimation/word-level QE,2021,1
quantitative measurements,2024,1
quantization,2021,4
quantization,2022,4
quantization,2023,10
quantization,2024,19
quantization-aware training,2021,1
quantization/sub-8-bit LLM inference,2023,1
quantum probability modeling,2021,1
query decomposition,2023,1
query languages,2023,1
query rewriting,2022,1
query rewriting,2024,1
query-by-committee,2022,1
question decomposition,2021,1
question decomposition,2023,1
question generation,2021,3
question generation,2022,3
question generation,2023,3
quotation attribution,2024,1
radiology report generation,2023,1
randomized smoothing,2024,1
ranking,2021,2
ranking,2022,2
ranking,2023,1
ranking,2024,5
ranking aggregation,2024,1
ranking consistency,2024,1
ranking loss,2022,1
ranking methods,2021,2
ranking methods,2022,2
ranking methods,2023,2
ranking optimization,2023,1
rare embeddings,2022,1
rare word translation,2024,1
rating prediction,2021,1
rationale extraction,2021,1
rationale extraction,2024,3
re-ranking,2022,1
readability assessment,2024,1
readability metrics,2023,1
readability optimization,2023,1
reading order modeling,2024,1
reasoning,2023,2
reasoning tasks,2024,1
reasoning with tools,2021,31
